file,year,manufacturer,model,description,euro_standard,tax_band,transmission,transmission_type,engine_capacity,fuel_type,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,thc_emissions,co_emissions,nox_emissions,thc_nox_emissions,particulates_emissions,fuel_cost_12000_miles,fuel_cost_6000_miles,standard_12_months,standard_6_months,first_year_12_months,first_year_6_months,date_of_change
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.0i 16v Hatch/Saloon SRI,2,,M5,Manual,1998,Petrol,12.3,6.4,8.6,23,44.1,32.8,73,207,,269,,,,,649,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.0i 16v Saloon,2,,A4,Automatic,1998,Petrol,13.9,6.8,9.4,20.3,41.5,30.1,73,226,,269,,,,,707,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.0i SRi,2,,M5,Manual,1998,LPG,16.3,8.6,11.4,17.3,32.8,24.6,73,175,,264,,,,,,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i 24v Estate,2,,A4,Automatic,2498,Petrol,15,7.7,10.4,18.8,36.7,27.2,74,250,,148,,,,,782,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i 24v Estate GSi,2,,M5,Manual,2498,Petrol,14.4,7.6,10.1,19.6,37.2,28,74,243,,194,,,,,760,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i V6 24v Estate (Exc. GSI),2,,M5,Manual,2498,Petrol,14.3,7.5,10,19.8,37.7,28.2,74,240,,118,,,,,754,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i V6 24v GSi Saloon,2,,M5,Manual,2498,Petrol,14.1,7.3,9.8,20,38.7,28.8,74,236,,118,,,,,739,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i V6 24v Hatch/Saloon,2,,A4,Automatic,2498,Petrol,14.9,7.6,10.3,19,37.2,27.4,74,248,,148,,,,,776,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i V6 24v Hatch/Saloon GSI,2,,M5,Manual,2498,Petrol,14.4,7.4,10.3,19.6,38.2,27.4,74,240,,194,,,,,776,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Vectra, Model Year 2000"",2.5i V6 24v Hatch (Exc. GSi),2,,M5,Manual,2498,Petrol,14.2,7.4,9.9,19.9,38.2,28.5,73,238,,118,,,,,747,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.6 16v,2,,M5,Manual,1598,Petrol,10.9,6.8,8.3,25.9,41.5,34,74,200,,194,,,,,626,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.6 16v Comfort,2,,M5,Manual,1598,Petrol,10.9,6.8,8.3,25.9,41.5,34,73,200,,418,,,,,626,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.8 16v,2,,M5,Manual,1796,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,73,204,,418,,,,,641,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.8 16v,2,,A4,Automatic,1796,Petrol,12.2,7,8.9,23.2,40.4,31.7,70,214,,688,,,,,671,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.8 16v Elegance,2,,M5,Manual,1796,Petrol,11.5,6.8,8.5,24.6,41.5,33.2,73,204,,418,,,,,641,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",1.8 16v Elegance,2,,A4,Automatic,1796,Petrol,12.2,7,8.9,23.2,40.4,31.7,70,214,,688,,,,,671,,,,,"
"DatapartC_july2000.csv,2000,Vauxhall,""Zafira, Model Year 2000"",2.0 DI 16v,2,,M5,Manual,1995,Diesel,8.4,5.5,6.6,33.6,51.4,42.8,71,177,,591,,,0.044,,510,,,,,"
DataPartA_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,S 1.6 105 bhp,4,,M5,Manual,1598,Petrol,9.7,5.8,7.2,29.1,47.9,39.2,72,173,61,353,32,,,,543,,,,,
DatapartC_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE 1.6  100 bhp,2,,A4,Automatic,1595,Petrol,12,6.6,8.6,23.5,42.8,32.8,72,206,,70,,,,,649,,,,,
DataPartA_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE 1.6 105 bhp,4,,M5,Manual,1598,Petrol,9.7,5.8,7.2,29.1,47.9,39.2,72,173,61,353,32,,,,543,,,,,
DataPartB_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE 2.0  115 bhp,3,,M5,Manual,1984,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,73,194,68,794,30,,,,610,,,,,
DatapartC_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE 2.0  115 bhp,2,,A4,Automatic,1984,Petrol,13.1,7,9.2,21.6,40.4,30.7,72,221,,252,,,,,693,,,,,
DataPartB_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE TDI 1.9  90 bhp,3,,A4,Automatic,1896,Diesel,9.1,4.9,6.4,31,57.6,44.1,70,173,,207,299,,0.04,,495,,,,,
DataPartB_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE TDI 1.9  90 bhp,3,,M5,Manual,1896,Diesel,6.8,4.3,5.2,41.5,65.7,54.3,71,140,,117,369,,0.029,,402,,,,,
DataPartB_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,SE TDI PD 1.9  115 bhp,3,,M6,Manual,1896,Diesel,7.1,4.5,5.4,39.8,62.8,52.3,73,146,,165,441,,0.031,,417,,,,,
DataPartB_july2000.csv,2000,Volkswagen,Bora 4 Door Saloon,Sport 2.0  115 bhp,3,,M5,Manual,1984,Petrol,11.1,6.3,8.1,25.4,44.8,34.9,73,194,68,794,30,,,,610,,,,,
