file,year,manufacturer,model,description,euro_standard,tax_band,transmission,transmission_type,engine_capacity,fuel_type,urban_metric,extra_urban_metric,combined_metric,urban_imperial,extra_urban_imperial,combined_imperial,noise_level,co2,thc_emissions,co_emissions,nox_emissions,thc_nox_emissions,particulates_emissions,fuel_cost_12000_miles,fuel_cost_6000_miles,standard_12_months,standard_6_months,first_year_12_months,first_year_6_months,date_of_change
DataPartB_july2000.csv,2000,Honda,Civic Coupé (2000 YM),1.6i Sport,3,,M5,Manual,1590,Petrol,9.7,6,7.3,29.1,47.1,38.7,71.9,173,107,1042,29,,,,550,,,,,
DataPartB_july2000.csv,2000,Honda,Civic Coupé (2000 YM),1.6i Sport,3,,A4,Automatic,1590,Petrol,11,6.5,8.1,25.7,43.5,34.9,73,194,111,1239,28,,,,610,,,,,
DatapartC_july2000.csv,2000,Honda,Civic Coupé (2000 YM),1.6i VTI,2,,M5,Manual,1595,Petrol,11,6.9,8.4,25.7,40.9,33.6,73,198,,1236,,,,,633,,,,,
DataPartB_july2000.csv,2000,Honda,CR-V (2000 YM),2.0i ES,3,,M5,Manual,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,73.7,229,137,957,444,,,,731,,,,,
DataPartB_july2000.csv,2000,Honda,CR-V (2000 YM),2.0i ES,3,,A4,Automatic,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,73.7,235,138,1347,56,,,,747,,,,,
DataPartB_july2000.csv,2000,Honda,CR-V (2000 YM),2.0i LS,3,,M5,Manual,1973,Petrol,11.9,8.4,9.7,23.7,33.6,29.1,71.9,229,137,957,44,,,,731,,,,,
DataPartB_july2000.csv,2000,Honda,CR-V (2000 YM),2.0i LS,3,,A4,Automatic,1973,Petrol,12.7,8.4,9.9,22.2,33.6,28.5,71.9,235,138,1347,56,,,,747,,,,,
DataPartB_july2000.csv,2000,Honda,HONDA S2000 (2000 YM),Convertible,3,,M6,Manual,1997,Petrol,13.2,7.9,9.9,21.4,35.8,28.5,72.6,235,80,1022,75,,,,747,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 2wd 3 door,3,,M5,Manual,1590,Petrol,9,7.2,8.2,28.5,39.2,34.4,73,195,105,1224,20,,,,618,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 4wd 3 door,3,,M5,Manual,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,73,204,108,1217,41,,,,649,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 4wd 3 door,3,,CVT,Automatic,1590,Petrol,9.9,7.6,8.4,28.5,37.2,33.6,71.2,201,113,1262,47,,,,633,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 4wd 5 door,3,,CVT,Automatic,1590,Petrol,9.9,7.5,8.4,28.5,37.7,33.6,71.2,201,119,1388,38,,,,633,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 4wd 5 door,3,,M5,Manual,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,71.7,205,118,1081,55,,,,649,,,,,
DataPartB_july2000.csv,2000,Honda,HR-V (2000 YM),HR-V 4wd VTEC 3 door,3,,M5,Manual,1590,Petrol,10.4,7.6,8.6,27.2,37.2,32.8,71.7,205,120,1141,62,,,,649,,,,,
DataPartB_july2000.csv,2000,Honda,Insight (2000 YM),Insight,3,,M5,Manual,995,Petrol,4.1,3,3.4,68.9,94.2,83.1,69,80,84,179,32,,,,256,,,,,
DatapartC_july2000.csv,2000,Honda,Integra (2000YM),Type - R,2,,M5,Manual,1797,Petrol,12.1,6.9,8.8,23.3,40.9,32.1,73,208,,1229,,,,,663,,,,,
DataPartB_july2000.csv,2000,Honda,Legend (2000 YM),3.5 V6 (4 Door),3,,A4,Automatic,3474,Petrol,17.2,9.3,12.2,16.4,30.4,23.2,67.4,291,140,1020,50,,,,917,,,,,
DatapartC_july2000.csv,2000,Honda,Logo (2000 YM),Logo,2,,M5,Manual,1343,Petrol,7.9,5.5,6.4,35.8,51.4,44.1,71.4,151,,727,,,,,482,,,,,
DatapartC_july2000.csv,2000,Honda,Logo (2000 YM),Logo,2,,CVT,Automatic,1343,Petrol,8.7,6.1,7.1,32.5,46.3,39.8,68.7,167,,712,,,,,535,,,,,
DataPartB_july2000.csv,2000,Honda,NSX (2000 YM),Coupé,3,,M6,Manual,3179,Petrol,16.8,9,11.9,16.8,31.4,23.7,72,285,87,740,53,,,,898,,,,,
DataPartB_july2000.csv,2000,Honda,NSX (2000 YM),Coupé,3,,A4,Automatic,2156,Petrol,17.1,8.7,11.8,16.5,32.5,23.9,73,281,96,1008.9999999999999,37,,,,890,,,,,
DataPartB_july2000.csv,2000,Honda,NSX (2000 YM),Targe (Open Top),3,,M6,Manual,3179,Petrol,16.8,9,11.9,16.8,31.4,23.7,72,285,87,740,53,,,,898,,,,,
DataPartB_july2000.csv,2000,Honda,NSX (2000 YM),Targe (Open Top),3,,A4,Automatic,2156,Petrol,17.1,8.7,11.8,16.5,32.5,23.9,73,281,96,1008.9999999999999,37,,,,890,,,,,
DatapartC_july2000.csv,2000,Honda,Prelude (2000 YM),2.2i VTI,2,,M5,Manual,2156,Petrol,13.6,7.7,9.9,20.8,36.7,28.5,74,234,,993,,,,,747,,,,,
DatapartC_july2000.csv,2000,Honda,Prelude (2000 YM),2.2i VTI,2,,4SS,Automatic,2156,Petrol,14.9,7.8,10.4,19,36.2,27.2,69,248,,851,,,,,782,,,,,
DatapartC_july2000.csv,2000,Honda,Prelude (2000 YM),2000 Sport,2,,M5,Manual,1997,Petrol,12.6,7.3,9.2,22.4,38.7,30.7,72,220,,708,,,,,693,,,,,
DatapartC_july2000.csv,2000,Honda,Prelude (2000 YM),2000 Sport,2,,4SS,Automatic,1997,Petrol,14.1,7.5,9.9,20,37.7,28.5,69,235,,565,,,,,747,,,,,
DatapartC_july2000.csv,2000,Honda,Shuttle (2000 YM),2.3i ES,2,,A4,Automatic,2253,Petrol,14.2,8.8,10.8,19.9,32.1,26.2,72,255,,622,,,,,812,,,,,
DatapartC_july2000.csv,2000,Honda,Shuttle (2000 YM),2.3i LS,2,,A4,Automatic,2253,Petrol,14.2,8.8,10.8,19.9,32.1,26.2,72,255,,622,,,,,812,,,,,
DatapartC_july2000.csv,2000,Hyundai,Accent,1.3 SOHC,2,,M5,Manual,1341,Petrol,9.2,6.3,7.4,30.7,44.8,38.2,73,175,,780,,,,,557,,,,,
DatapartC_july2000.csv,2000,Hyundai,Accent,1.3 SOHC,2,,A4,Automatic,1341,Petrol,11.3,7,8.5,25,40.4,33.2,72,203,,660,,,,,641,,,,,
DataPartB_july2000.csv,2000,Hyundai,Accent,1.3 SOHC (2000MY),3,,M5,Manual,1341,Petrol,8.3,5.3,6.4,34,53.3,44.1,70,154,37,490,10,,,,482,,,,,
DataPartB_july2000.csv,2000,Hyundai,Accent,1.3 SOHC (2000MY),3,,A4,Automatic,1341,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,69,176,70,650,10,,,,550,,,,,
DatapartC_july2000.csv,2000,Hyundai,Accent,1.5 DOHC,2,,M5,Manual,1495,Petrol,10.6,6.6,8.1,26.6,42.8,34.9,73,191,,1250,,,,,610,,,,,
DatapartC_july2000.csv,2000,Hyundai,Accent,1.5 SOHC,2,,M5,Manual,1495,Petrol,11.3,7,8.5,25,40.4,33.2,74,179,,470,,,,,641,,,,,
DatapartC_july2000.csv,2000,Hyundai,Accent,1.5 SOHC,2,,A4,Automatic,1495,Petrol,11.5,7,8.7,24.6,40.4,32.5,71,205,,1130,,,,,655,,,,,
DataPartB_july2000.csv,2000,Hyundai,Accent,1.5 SOHC (2000MY),3,,M5,Manual,1495,Petrol,9.4,5.5,6.9,30.1,51.4,40.9,71,166,18,200,20,,,,520,,,,,
DataPartB_july2000.csv,2000,Hyundai,Accent,1.5 SOHC (2000MY),3,,A4,Automatic,1495,Petrol,10.5,6.2,7.8,26.9,45.6,36.2,69,188,43,460,20,,,,588,,,,,
DatapartC_july2000.csv,2000,Hyundai,Amica,Amica,2,,M5,Manual,999,Petrol,8,5.4,6.3,35.3,52.3,44.8,73,151,,760,,,,,475,,,,,
DatapartC_july2000.csv,2000,Hyundai,Amica,Amica,2,,A4,Automatic,999,Petrol,9.2,5.5,6.8,30.7,51.4,41.5,70,161,,970,,,,,513,,,,,
DatapartC_july2000.csv,2000,Hyundai,Amica,Amica,2,,A3,Automatic,999,Petrol,8.8,6.5,7.3,32.1,43.5,38.7,72,174,,950,,,,,550,,,,,
DatapartC_july2000.csv,2000,Hyundai,Atoz,Atoz,2,,M5,Manual,999,Petrol,8,5.4,6.3,35.3,52.3,44.8,73,151,,760,,,,,475,,,,,
DatapartC_july2000.csv,2000,Hyundai,Atoz,Atoz,2,,A4,Automatic,999,Petrol,9.2,5.5,6.8,30.7,51.4,41.5,70,161,,970,,,,,513,,,,,
DatapartC_july2000.csv,2000,Hyundai,Atoz,Atoz,2,,A3,Automatic,999,Petrol,8.8,6.5,7.3,32.1,43.5,38.7,72,174,,950,,,,,550,,,,,
DatapartC_july2000.csv,2000,Hyundai,Atoz,Atoz,2,,SAT 5,Automatic,999,Petrol,8,5.4,6.3,35.3,52.3,44.8,73,151,,760,,,,,475,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,1.6 DOHC,2,,M5,Manual,1599,Petrol,10.7,6,7.7,26.4,47.1,36.7,72,184,,900,,,,,580,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,1.6 DOHC,2,,A4,Automatic,1599,Petrol,13.1,6.8,9.1,21.6,41.5,31,70,217,,770,,,,,686,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,1.6 DOHC (2000MY),2,,A4,Automatic,1599,Petrol,13.1,6.8,9.1,21.6,41.5,31,72,217,,770,,,,,686,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,1.6 DOHC (2000 MY),2,,M5,Manual,1599,Petrol,10.7,6,7.7,26.4,47.1,36.7,74,184,,900,,,,,580,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,2.0 DOHC,2,,M5,Manual,1975,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,74,212,,460,,,,,671,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,2.0 DOHC,2,,A4,Automatic,1975,Petrol,13.8,7,9.5,20.5,40.4,29.7,74,226,,500,,,,,716,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,2.0 DOHC (2000MY),2,,M5,Manual,1975,Petrol,12.7,6.6,8.9,22.2,42.8,31.7,74,212,,460,,,,,671,,,,,
DatapartC_july2000.csv,2000,Hyundai,Coupé,2.0 DOHC (2000MY),2,,A4,Automatic,1975,Petrol,13.8,7,9.5,20.5,40.4,29.7,74,226,,500,,,,,716,,,,,
DatapartC_july2000.csv,2000,Hyundai,Lantra,1.6 DOHC,2,,M5,Manual,1599,Petrol,10.7,6,7.7,26.4,47.1,36.7,72,184,,900,,,,,580,,,,,
DatapartC_july2000.csv,2000,Hyundai,Lantra,1.6 DOHC,2,,A4,Automatic,1599,Petrol,12.9,6.7,9,21.9,42.2,31.4,70,214,,1090,,,,,678,,,,,
DatapartC_july2000.csv,2000,Hyundai,Lantra,2.0 DOHC,2,,M5,Manual,1975,Petrol,11.5,6.3,8.2,24.6,44.8,34.4,72,196,,490,,,,,618,,,,,
DatapartC_july2000.csv,2000,Hyundai,Lantra,2.0 DOHC,2,,A4,Automatic,1975,Petrol,13.7,7.1,9.6,20.6,39.8,29.4,70,227,,550,,,,,724,,,,,
DatapartC_july2000.csv,2000,Hyundai,Sonata,2.0 DOHC,2,,M5,Manual,1997,Petrol,12.7,6.7,8.9,22.2,42.2,31.7,73,213,,540,,,,,671,,,,,
DatapartC_july2000.csv,2000,Hyundai,Sonata,2.0 DOHC,2,,A4,Automatic,1997,Petrol,13.3,7.1,9.4,21.2,39.8,30.1,71,224,,590,,,,,707,,,,,
DatapartC_july2000.csv,2000,Hyundai,Sonata,2.5 DOHC,2,,A4,Automatic,2493,Petrol,14.3,7.6,10,19.8,37.2,28.2,70,240,,650,,,,,754,,,,,
DataPartB_july2000.csv,2000,Hyundai,Trajet,2.0 DOHC,3,,M5,Manual,1975,Petrol,12.9,7.2,9.3,21.9,39.2,30.4,73,223,90,410,50,,,,700,,,,,
DataPartB_july2000.csv,2000,Hyundai,Trajet,2.0 DOHC,3,,A4,Automatic,1975,Petrol,14.1,8,10.3,20,35.3,27.4,72,247,70,360,50,,,,776,,,,,
DataPartB_july2000.csv,2000,Hyundai,Trajet,2.7 DOHC,3,,A4,Automatic,2656,Petrol,15.8,8.7,11.3,17.9,32.5,25,73,271,56,370,12,,,,851,,,,,
DatapartC_july2000.csv,2000,Hyundai,XG,3.0 DOHC,2,,A5,Automatic,2972,Petrol,15.3,8,10.7,18.5,35.3,26.4,70,256,,58,,,,,806,,,,,
DatapartC_july2000.csv,2000,Isuzu,Trooper,3.0 Turbo 4WD Diesel,2,,5MT,Manual,2999,Diesel,13.6,8.7,10.5,20.8,32.5,26.9,73.4,278,,200,,,0.134,,811,,,,,
DatapartC_july2000.csv,2000,Isuzu,Trooper,3.0 Turbo 4WD Diesel,2,,4AT,Automatic,2999,Diesel,14,9.1,10.9,20.2,31,25.9,73,289,,190,,,0.095,,843,,,,,
DatapartC_july2000.csv,2000,Isuzu,Trooper,3.5 V6 4WD Petrol,2,,M5,Manual,3494,Petrol,18.7,10.7,13.7,15.1,26.4,20.6,75.9,326,,570,,,,,1033,,,,,
DatapartC_july2000.csv,2000,Isuzu,Trooper,3.5 V6 4WD Petrol,2,,A4,Automatic,3494,Petrol,20.6,11.7,15,13.7,24.1,18.8,75.6,358,,650,,,,,1132,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Daimler Super 8,4.0,2,,A5,Automatic,3996,Petrol,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309,,141,,,,,971,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Daimler Super 8,4.0 L.W.B.,2,,A5,Automatic,3996,Petrol,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309,,141,,,,,971,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Daimler V8,4.0,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Daimler V8,4.0 L.W.B.,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar 'S' Type,3.0,2,,A5,Automatic,2967,Petrol,16.6,9.1,11.8,17,31,23.8,74,284,,365,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar 'S' Type,3.0,2,,M5,Manual,2967,Petrol,16,8.3,11.1,17.7,34.1,25.4,73.7,268,,110,,,,,838,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar 'S' Type,4.0,2,,A5,Automatic,3996,Petrol,17.6,9.5,12.5,16.1,29.7,22.7,73.8,299,,215,,,,,937,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XJ8,3.2,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XJ8,3.2 L.W.B.,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XJ8,4.0,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XJ8,4.0 L.W.B.,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XJR,4.0,2,,A5,Automatic,3996,Petrol,18.6,9.7,12.9,15.2,29.2,21.9,72.4,309,,141,,,,,971,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XK8,Convertible,2,,A5,Automatic,3996,Petrol,17.7,8.4,11.8,15.9,33.4,23.9,72.1,284,,139,,,,,890,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XK8,Coupé,2,,A5,Automatic,3996,Petrol,17.4,8.7,11.9,16.2,32.6,23.8,72.1,284,,139,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XKR,Convertible,2,,A5,Automatic,3996,Petrol,17.7,9.5,12.5,16,29.7,22.6,73,299,,148,,,,,941,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Jaguar XKR,Coupé,2,,A5,Automatic,3996,Petrol,17.5,9.2,12.2,16.1,30.6,23.1,73,293,,148,,,,,921,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Sovereign,3.2,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Sovereign,3.2 L.W.B.,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Sovereign,4.0,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,Sovereign,4.0 L.W.B.,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Executive,3.2,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Executive,3.2 L.W.B.,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Executive,4.0,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Executive,4.0 L.W.B.,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Sport,3.2,2,,A5,Automatic,3248,Petrol,17.1,9.1,12,16.5,31,23.5,69.2,288,,326,,,,,905,,,,,
DatapartC_july2000.csv,2000,Jaguar Cars,XJ Sport,4.0,2,,A5,Automatic,3996,Petrol,17.3,8.8,11.9,16.3,32.2,23.8,72.9,285,,49,,,,,894,,,,,
DatapartC_july2000.csv,2000,Kia,Carens,1.8 SX/GSX,2,,M5,Manual,1793,Petrol,10.9,7.1,8.6,25.8,39.5,33,73.7,202,,636,,,,,645,,,,,
DatapartC_july2000.csv,2000,Kia,Clarus,1.8 SX,2,,M5,Manual,1793,Petrol,12.1,7.8,9.3,23.3,36.2,30.4,73.4,220,,996,,,,,700,,,,,
DatapartC_july2000.csv,2000,Kia,Clarus,1.8 SX,2,,A4,Automatic,1793,Petrol,15,8.7,10.9,18.8,32.5,25.9,71.6,258,,756,,,,,821,,,,,
DatapartC_july2000.csv,2000,Kia,Clarus,2.0 GSX/Executive,2,,M5,Manual,1998,Petrol,13.9,8.1,10.3,20.3,34.9,27.4,73.7,244,,710,,,,,776,,,,,
DatapartC_july2000.csv,2000,Kia,Clarus,2.0 GSX/Executive,2,,A4,Automatic,1998,Petrol,15.6,8.6,11.1,18.1,32.8,25.4,71.9,264,,970,,,,,838,,,,,
DatapartC_july2000.csv,2000,Kia,Mentor II,1.5 S/SX,2,,M5,Manual,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,73.1,185,,670,,,,,594,,,,,
DatapartC_july2000.csv,2000,Kia,Mentor II,1.5 S/SX,2,,A4,Automatic,1498,Petrol,12.8,6.8,9,22.1,41.5,31.4,70.6,211,,830,,,,,678,,,,,
DatapartC_july2000.csv,2000,Kia,Sedona,2.5 V6 S/SX/GSX/Executive,2,,M5,Manual,2497,Petrol,15.3,8.9,11.3,18.5,31.7,25,72,265,,890,,,,,851,,,,,
DatapartC_july2000.csv,2000,Kia,Sedona,2.5 V6 S/SX/GSX/Executive,2,,A4,Automatic,2497,Petrol,15.6,9.1,11.5,18.1,31,24.6,70,269,,820,,,,,865,,,,,
DatapartC_july2000.csv,2000,Kia,Sedona,2.9 TDI S/SX/GSX/Executive,2,,M5,Manual,2902,Diesel,10.9,6.8,8.3,25.9,41.5,34,75,222,,670,,,0.104,,642,,,,,
DatapartC_july2000.csv,2000,Kia,Sedona,2.9 TDI S/SX/GSX/Executive,2,,A4,Automatic,2902,Diesel,12.4,7.2,9.1,22.8,39.2,31,73,240,,620,,,0.122,,704,,,,,
DatapartC_july2000.csv,2000,Kia,Shuma,1.5 S/SX,2,,M5,Manual,1498,Petrol,10.5,6.3,7.9,26.9,44.8,35.8,73.4,185,,670,,,,,594,,,,,
DatapartC_july2000.csv,2000,Kia,Shuma,1.5 SX,2,,A4,Automatic,1498,Petrol,12.8,6.8,9,22.1,41.5,31.4,71.1,211,,830,,,,,678,,,,,
DatapartC_july2000.csv,2000,Kia,Shuma,1.8 GSX,2,,M5,Manual,1793,Petrol,12.6,7,9.1,22.4,40.4,31,73.2,216,,240,,,,,686,,,,,
DatapartC_july2000.csv,2000,Kia,Shuma,1.8 GSX,2,,A4,Automatic,1793,Petrol,13.5,7.2,9.5,20.9,39.2,29.7,71.9,225,,320,,,,,716,,,,,
DatapartC_july2000.csv,2000,Kia,Sportage,2.0 Petrol 4WD S/SX/GSX,2,,M5x2,Manual,1998,Petrol,14.6,9,11,19.3,31.4,25.7,73.8,275,,660,,,,,828,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1997,Diablo 132,2,,M5,Manual,5707,Petrol,39,16.5,24.8,7.3,17.2,11.5,74.5,575,,950,,,,,1850,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1997,Diablo 132 SE,2,,M5,Manual,5707,Petrol,41.2,16.2,25.4,6.8,17.5,11,75,590,,1020,,,,,1934,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1997,Diablo Roadster L144,2,,M5,Manual,5707,Petrol,39,16.5,24.8,7.3,17.2,11.5,74.5,575,,950,,,,,1850,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1998/1999,Diablo 132,2,,M5,Manual,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,75,575,,430,,,,,1883,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1998/1999,Diablo 132 SE,2,,M5,Manual,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,75,575,,430,,,,,1883,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1998/1999,Diablo 132 SE (GT),2,,M5,Manual,5992,Petrol,31.8,16.6,22.1,8.9,16.8,11.9,73.9,530,,647,,,,,1788,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 1998/1999,Diablo Roadster L144,2,,M5,Manual,5707,Petrol,37.9,17.3,24.9,7.4,16.3,11.3,75,575,,430,,,,,1883,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 2000,Diablo 132,2,,M5,Manual,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,74.4,539,,876,,,,,1689,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 2000,Diablo 132 SE,2,,M5,Manual,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,74.4,539,,876,,,,,1689,,,,,
DatapartC_july2000.csv,2000,Lamborghini,Diablo Model Year 2000,Diablo L144,2,,M5,Manual,5992,Petrol,34.7,15.5,22.5,8.1,18.2,12.6,74.4,539,,876,,,,,1689,,,,,
"DatapartC_july2000.csv,2000,Land Rover,Defender Station Wagon,""TD5 Diesel 110"""""",2,,M5,Manual,2495,Diesel,12.7,9.7,10.8,22.2,29.1,26.1,75,299,,868,,,0.084,,836,,,,,"
"DatapartC_july2000.csv,2000,Land Rover,Defender Station Wagon,""TD5 Diesel 90"""""",2,,M5,Manual,2495,Diesel,12.1,9,10.1,23.3,31.4,27.9,75,282,,1000.9999999999999,,,0.08,,782,,,,,"
DatapartC_july2000.csv,2000,Land Rover,Discovery Series II,4.0 V8,2,,M5,Manual,3950,Petrol,23.3,12.7,16.6,12.1,22.2,17,74,397,,799,,,,,1251,,,,,
DatapartC_july2000.csv,2000,Land Rover,Discovery Series II,4.0 V8,2,,A4,Automatic,3950,Petrol,22.9,13.1,16.7,12.3,21.6,16.9,75,397,,505,,,,,1259,,,,,
DatapartC_july2000.csv,2000,Land Rover,Discovery Series II,TD5,2,,M5,Manual,2495,Diesel,11.5,8.2,9.4,24.6,34.4,30.1,76,262,,631,,,0.08,,725,,,,,
DatapartC_july2000.csv,2000,Land Rover,Discovery Series II,TD5,2,,A4,Automatic,2495,Diesel,12.7,9,10.3,22.2,31.4,27.4,76,284,,563,,,0.096,,796,,,,,
DatapartC_july2000.csv,2000,Land Rover,Freelander,1.8,2,,M5,Manual,1796,Petrol,13,8.6,10.2,21.7,32.7,27.6,74,248,,1264,,,,,771,,,,,
DatapartC_july2000.csv,2000,Land Rover,Freelander,2.0,2,,M5,Manual,1994,Diesel,9.6,6.7,7.7,29.6,42.4,36.6,74.1,208,,573,,,0.088,,596,,,,,
DatapartC_july2000.csv,2000,Land Rover,Range Rover,2.5,2,,M5,Manual,2497,Diesel,13.4,8.9,10.6,21.1,31.6,26.7,75,289,,98,,,0.121,,817,,,,,
DatapartC_july2000.csv,2000,Land Rover,Range Rover,2.5,2,,A4,Automatic,2497,Diesel,14.5,9.6,11.4,19.5,29.5,24.9,74,304,,80,,,0.14,,876,,,,,
DatapartC_july2000.csv,2000,Land Rover,Range Rover,4.0 V8,2,,A4,Automatic,3950,Petrol,21.7,11.5,15.2,13,24.5,18.5,74,385,,698,,,,,1150,,,,,
DatapartC_july2000.csv,2000,Land Rover,Range Rover,4.6 V8,2,,A4,Automatic,4554,Petrol,23.9,12.2,16.4,11.8,23.2,17.2,74.8,398,,374,,,,,1237,,,,,
DatapartC_july2000.csv,2000,Lexus,All Models,GS300,2,,A5,Automatic,2997,Petrol,16,8.8,11.4,17.7,32.1,24.8,73,278,,520,,,,,858,,,,,
DataPartB_july2000.csv,2000,Lexus,All Models,IS200,3,,M6,Manual,1988,Petrol,12.9,7.8,9.6,21.9,36.2,29.4,71,229,140,1380,30,,,,724,,,,,
DataPartB_july2000.csv,2000,Lexus,All Models,IS200,3,,A4,Automatic,1988,Petrol,13.5,7.6,9.7,20.9,37.2,29.1,69,232,150,400,30,,,,731,,,,,
DatapartC_july2000.csv,2000,Lexus,All Models,LS400,2,,A5,Automatic,3969,Petrol,17.5,9.3,12.3,16.1,30.4,23,73,292,,120,,,,,925,,,,,
DatapartC_july2000.csv,2000,Lotus,Elise,Elise,2,,M5,Manual,1796,Petrol,9.6,5.7,7.1,29.5,50,40,74,168,,360,,,,,532,,,,,
DatapartC_july2000.csv,2000,Lotus,Elise,Elise 111 S,2,,M5,Manual,1796,Petrol,9.9,5.9,7.3,28.5,47.8,38.6,74,174,,720,,,,,551,,,,,
